GMT Time Correction = -28800
Lg10 (Conditional) Log:
Rec #,Date ,Time,  Pressure [dBars],       IntTemp [C]
   3334,8/14/2012, 11:49:19,             -0.13,              9.24
   3335,8/14/2012, 11:49:39,             -0.13,              8.65
   3336,8/14/2012, 11:49:59,             -0.11,              8.24
   3337,8/14/2012, 11:50:19,             -0.21,              8.07
   3338,8/14/2012, 11:50:39,             -0.21,              8.01
   3339,8/14/2012, 11:50:59,             -0.13,              8.01
   3340,8/14/2012, 11:51:19,             -0.13,              7.95
   3341,8/14/2012, 11:51:39,             -0.13,              8.01
   3342,8/14/2012, 12:01:59,             -0.18,             10.76
   3343,8/14/2012, 12:02:19,             -0.18,             10.06
   3344,8/14/2012, 12:07:59,             -0.18,             11.64
   3345,8/14/2012, 12:08:19,             -0.16,             10.29
   3346,8/14/2012, 12:08:39,             -0.16,              9.82
   3347,8/14/2012, 12:08:59,             -0.13,              9.71
   3348,8/14/2012, 12:09:19,             -0.13,              9.65
   3349,8/14/2012, 12:09:39,             -0.18,              9.59
   3350,8/14/2012, 12:09:59,             -0.16,              9.59
   3351,8/14/2012, 12:10:19,             -0.16,              9.59
   3352,8/14/2012, 12:10:39,             -0.06,              9.59
   3353,8/14/2012, 12:10:59,             -0.13,              9.53
   3354,8/14/2012, 12:11:19,             -0.18,              9.59
   3355,8/14/2012, 12:35:39,             -0.13,             10.18
   3356,8/14/2012, 12:36:19,             -0.13,              9.77
   3357,8/14/2012, 12:41:39,             -0.21,             14.92
   3358,8/14/2012, 12:41:59,             -0.18,             12.93
   3359,8/14/2012, 12:42:19,             -0.16,             10.88
   3360,8/14/2012, 12:42:39,             -0.13,             10.12
   3361,8/14/2012, 12:42:59,             -0.16,              9.82
   3362,8/14/2012, 12:43:19,             -0.18,              9.77
   3363,8/14/2012, 12:43:59,             -0.16,             10.12
   3364,8/14/2012, 12:44:19,             -0.18,              9.88
   3365,8/14/2012, 12:46:39,             -0.18,             10.53
   3366,8/14/2012, 12:55:59,             -0.21,             14.92
   3367,8/14/2012, 12:56:19,             -0.16,             11.82
   3368,8/14/2012, 13:11:59,             -0.13,              7.13
   3369,8/14/2012, 13:12:19,             -0.18,              7.42
   3370,8/14/2012, 13:12:39,             -0.16,              8.65
   3371,8/14/2012, 13:12:59,             -0.18,              9.82
   3372,8/14/2012, 13:13:19,             -0.18,             10.82
   3373,8/14/2012, 13:13:39,             -0.18,             11.64
   3374,8/14/2012, 13:14:59,             -0.21,             13.52
   3375,8/14/2012, 13:16:19,             -0.16,              6.84
   3376,8/14/2012, 13:16:39,             -0.13,              7.71
   3377,8/14/2012, 13:16:59,             -0.13,              8.94
   3378,8/14/2012, 13:18:19,             -0.13,              6.84
   3379,8/14/2012, 13:18:39,             -0.23,              7.77
   3380,8/14/2012, 13:18:59,             -0.21,              9.18
   3381,8/14/2012, 13:19:59,             -0.16,              6.78
   3382,8/14/2012, 13:20:19,             -0.13,              6.54
   3383,8/14/2012, 13:20:39,             -0.21,              6.54
   3384,8/14/2012, 13:21:39,             -0.21,             10.00
   3385,8/14/2012, 13:21:59,             -0.18,             11.35
   3386,8/14/2012, 13:22:19,             -0.16,             12.46
   3387,8/14/2012, 13:22:39,             -0.18,             13.22
   3388,8/14/2012, 13:22:59,             -0.23,             13.69
   3389,8/14/2012, 13:23:19,             -0.16,             13.87
   3390,8/14/2012, 13:23:39,             -0.21,             13.75
   3391,8/14/2012, 13:45:59,             -0.18,             12.40
   3392,8/14/2012, 13:46:19,             -0.18,             10.76
   3393,8/14/2012, 13:46:39,             -0.13,             10.23
   3394,8/14/2012, 13:46:59,             -0.13,             10.00
   3395,8/14/2012, 13:47:19,             -0.13,              9.88
   3396,8/14/2012, 13:47:39,             -0.23,              9.82
   3397,8/14/2012, 13:47:59,             -0.18,              9.82
   3398,8/14/2012, 13:48:19,             -0.16,              9.82
   3399,8/14/2012, 13:48:39,             -0.21,              9.82
   3400,8/14/2012, 13:48:59,             -0.11,              9.82
   3401,8/14/2012, 13:49:19,             -0.13,              9.82
   3402,8/14/2012, 13:49:39,             -0.18,              9.82
   3403,8/14/2012, 13:49:59,             -0.18,              9.82
   3404,8/14/2012, 13:50:19,             -0.18,              9.82
   3405,8/14/2012, 13:50:39,             -0.21,              9.82
   3406,8/14/2012, 13:51:39,             -0.11,              9.94
   3407,8/14/2012, 13:51:59,             -0.08,              9.94
   3408,8/14/2012, 13:52:19,             -0.18,              9.94
   3409,8/14/2012, 13:52:39,             -0.11,             10.18
   3410,8/14/2012, 14:10:39,             -0.13,             11.76
   3411,8/14/2012, 14:10:59,             -0.18,             10.70
   3412,8/14/2012, 14:11:19,             -0.18,             10.29
   3413,8/14/2012, 14:11:59,             -0.16,             10.12
   3414,8/14/2012, 14:12:19,             -0.13,             10.06
   3415,8/14/2012, 14:12:39,             -0.13,             10.06
   3416,8/14/2012, 14:15:59,             -0.16,             10.70
   3417,8/14/2012, 14:16:19,             -0.18,             10.23
   3418,8/14/2012, 14:16:39,             -0.21,             10.06
   3419,8/14/2012, 14:17:59,             -0.18,             10.18
   3420,8/14/2012, 14:18:19,             -0.21,             10.00
   3421,8/14/2012, 14:18:59,             -0.16,             10.00
   3422,8/14/2012, 14:19:19,             -0.16,             10.23
   3423,8/14/2012, 14:19:59,             -0.21,             10.47
   3424,8/14/2012, 14:20:19,             -0.18,             10.12
   3425,8/14/2012, 14:22:39,             -0.16,             11.41
   3426,8/14/2012, 14:22:59,             -0.18,             10.47
   3427,8/14/2012, 14:23:19,             -0.16,             10.18
   3428,8/14/2012, 14:23:39,             -0.18,             10.06
   3429,8/14/2012, 14:23:59,             -0.18,             10.06
   3430,8/14/2012, 14:24:19,             -0.18,             10.06
   3431,8/14/2012, 14:29:59,             -0.16,             13.16
   3432,8/14/2012, 14:30:19,             -0.18,             11.41
   3433,8/14/2012, 14:30:39,             -0.16,             10.59
   3434,8/14/2012, 14:30:59,             -0.13,             10.23
   3435,8/14/2012, 14:31:19,             -0.21,             10.12
   3436,8/14/2012, 14:31:39,             -0.13,             10.06
   3437,8/14/2012, 14:32:19,             -0.23,             10.12
   3438,8/14/2012, 14:32:39,             -0.18,             10.12
   3439,8/14/2012, 14:41:39,             -0.18,             12.17
   3440,8/14/2012, 14:41:59,             -0.16,             10.88
   3441,8/14/2012, 14:42:19,             -0.21,             10.35
   3442,8/14/2012, 14:42:39,             -0.16,             10.23
   3443,8/14/2012, 14:42:59,             -0.21,             10.23
   3444,8/14/2012, 14:43:19,             -0.16,             10.12
   3445,8/14/2012, 14:43:39,             -0.16,             10.18
   3446,8/14/2012, 14:43:59,             -0.13,             10.12
   3447,8/14/2012, 14:44:19,             -0.16,             10.23
   3448,8/14/2012, 14:44:39,             -0.13,             10.12
   3449,8/14/2012, 14:44:59,             -0.13,             10.18
   3450,8/14/2012, 14:45:39,             -0.16,             10.23
   3451,8/14/2012, 14:45:59,             -0.18,             10.29
   3452,8/14/2012, 14:46:19,             -0.13,             10.29
   3453,8/14/2012, 14:46:39,             -0.18,             10.35
   3454,8/14/2012, 14:46:59,             -0.18,             10.29
   3455,8/14/2012, 14:48:19,             -0.18,             10.29
   3456,8/14/2012, 14:52:59,             -0.13,             11.82
   3457,8/14/2012, 14:53:19,             -0.13,             10.82
   3458,8/14/2012, 14:53:39,             -0.18,             10.47
   3459,8/14/2012, 14:53:59,             -0.21,             10.47
   3460,8/14/2012, 14:54:19,             -0.13,             10.76
   3461,8/14/2012, 14:57:59,             -0.21,             14.16
   3462,8/14/2012, 14:58:19,             -0.16,             11.70
   3463,8/14/2012, 14:58:39,             -0.23,             10.76
   3464,8/14/2012, 14:58:59,             -0.13,             10.35
   3465,8/14/2012, 14:59:19,             -0.16,             10.23
   3466,8/14/2012, 14:59:39,             -0.21,             10.23
   3467,8/14/2012, 15:02:39,             -0.13,             10.64
   3468,8/14/2012, 15:02:59,             -0.16,             10.29
   3469,8/14/2012, 15:03:19,             -0.23,             10.59
   3470,8/14/2012, 15:06:59,             -0.13,             14.75
   3471,8/14/2012, 15:07:19,             -0.16,             11.76
   3472,8/14/2012, 15:07:39,             -0.16,             10.64
   3473,8/14/2012, 15:07:59,             -0.13,             10.29
   3474,8/14/2012, 15:08:19,             -0.16,             10.18
   3475,8/14/2012, 15:08:39,             -0.16,             10.12
   3476,8/14/2012, 15:08:59,             -0.21,             10.12
   3477,8/14/2012, 15:09:19,             -0.13,             10.12
   3478,8/14/2012, 15:09:39,             -0.18,             10.12
   3479,8/14/2012, 15:09:59,             -0.13,             10.12
   3480,8/14/2012, 15:10:19,             -0.18,             10.35
   3481,8/14/2012, 15:17:39,             -0.13,              7.48
   3482,8/14/2012, 15:17:59,             -0.18,              7.83
   3483,8/14/2012, 15:18:59,             -0.13,              6.95
   3484,8/14/2012, 15:19:19,             -0.18,              7.89
   3485,8/14/2012, 15:20:19,             -0.18,              6.48
   3486,8/14/2012, 15:22:19,             -0.13,              6.54
   3487,8/14/2012, 15:23:39,             -0.18,              6.48
   3488,8/14/2012, 15:24:59,             -0.23,              6.48
   3489,8/14/2012, 15:25:59,              0.87,              6.48
   3490,8/14/2012, 15:27:19,             -0.13,              6.48
   3491,8/14/2012, 15:28:39,             -0.08,              6.48
   3492,8/14/2012, 15:29:59,             -0.16,              6.48
   3493,8/14/2012, 15:31:19,             -0.16,              6.48
   3494,8/14/2012, 15:32:19,             -0.18,              6.48
   3495,8/14/2012, 15:33:39,             -0.16,              6.48
   3496,8/14/2012, 15:34:59,             -0.18,              6.48
   3497,8/14/2012, 15:36:19,             -0.16,              6.48
   3498,8/14/2012, 15:37:19,             -0.18,              6.48
   3499,8/14/2012, 15:38:39,             -0.21,              6.54
   3500,8/14/2012, 15:39:59,             -0.13,              6.54
   3501,8/14/2012, 15:40:39,              0.14,              6.48
   3502,8/14/2012, 15:40:59,             -0.18,              6.54
   3503,8/14/2012, 15:42:19,             -0.11,              6.54
   3504,8/14/2012, 15:43:39,             -0.23,              6.48
   3505,8/14/2012, 15:44:39,             -0.18,              6.48
   3506,8/14/2012, 15:45:39,             -0.16,              6.48
   3507,8/14/2012, 15:45:59,             -0.16,              6.54
   3508,8/14/2012, 15:49:39,             -0.13,              6.48
   3509,8/14/2012, 15:50:59,             -0.18,              6.43
   3510,8/14/2012, 15:51:59,             -0.18,              6.48
   3511,8/14/2012, 15:53:19,             -0.18,              6.48
   3512,8/14/2012, 15:54:39,             -0.21,              6.43
   3513,8/14/2012, 15:55:59,             -0.21,              6.43
   3514,8/14/2012, 15:57:19,             -0.16,              6.48
   3515,8/14/2012, 15:58:19,             -0.18,              6.48
   3516,8/14/2012, 15:58:39,             -0.13,              6.43
   3517,8/14/2012, 15:59:59,             -0.13,              6.48
   3518,8/14/2012, 16:00:59,             -0.03,              6.54
   3519,8/14/2012, 16:02:19,             -0.11,              6.48
   3520,8/14/2012, 16:02:59,             -0.16,              6.48
   3521,8/14/2012, 16:03:59,             -0.13,              6.43
   3522,8/14/2012, 16:04:19,             -0.08,              6.43
   3523,8/14/2012, 16:04:39,             -0.13,              6.37
   3524,8/14/2012, 16:04:59,             -0.16,              6.37
   3525,8/14/2012, 16:05:19,             -0.18,              6.43
   3526,8/14/2012, 16:12:59,             -0.11,             10.06
   3527,8/14/2012, 16:13:19,             -0.18,             10.23
   3528,8/14/2012, 16:15:59,             -0.16,             10.94
   3529,8/14/2012, 16:16:19,             -0.13,             10.59
   3530,8/14/2012, 16:16:39,             -0.26,             10.41
   3531,8/14/2012, 16:16:59,             -0.16,             10.35
   3532,8/14/2012, 16:17:19,             -0.16,             10.35
   3533,8/14/2012, 16:17:39,             -0.08,             10.29
   3534,8/14/2012, 16:17:59,             -0.18,             10.29
   3535,8/14/2012, 16:18:19,             -0.18,             10.29
   3536,8/14/2012, 16:18:39,             -0.16,             10.29
   3537,8/14/2012, 16:18:59,             -0.21,             10.35
   3538,8/14/2012, 16:19:19,             -0.21,             10.29
   3539,8/14/2012, 16:29:19,             -0.16,              6.72
   3540,8/14/2012, 16:31:39,             -0.13,              6.66
   3541,8/14/2012, 16:33:59,             -0.13,              6.66
   3542,8/14/2012, 16:34:59,             -0.11,              6.66
   3543,8/14/2012, 16:36:19,             -0.13,              6.60
   3544,8/14/2012, 16:37:19,             -0.16,              6.66
   3545,8/14/2012, 16:38:39,             -0.18,              6.60
   3546,8/14/2012, 16:39:39,             -0.16,              6.66
   3547,8/14/2012, 16:40:39,             -0.18,              6.66
   3548,8/14/2012, 16:41:59,             -0.16,              6.60
   3549,8/14/2012, 16:43:19,              0.17,              6.54
   3550,8/14/2012, 16:44:19,             -0.13,              6.48
   3551,8/14/2012, 16:45:19,             -0.16,              6.48
   3552,8/14/2012, 16:45:39,             -0.11,              6.48
   3553,8/14/2012, 16:46:39,             -0.16,              6.48
   3554,8/14/2012, 16:47:59,             -0.21,              6.48
   3555,8/14/2012, 16:48:59,             -0.21,              6.48
   3556,8/14/2012, 16:49:19,             -0.16,              6.48
   3557,8/14/2012, 16:50:39,             -0.13,              6.48
   3558,8/14/2012, 16:51:59,             -0.16,              6.48
   3559,8/14/2012, 16:52:59,             -0.16,              6.43
   3560,8/14/2012, 16:54:19,             -0.16,              6.48
   3561,8/14/2012, 16:55:39,             -0.16,              6.48
   3562,8/14/2012, 16:56:39,             -0.13,              6.48
   3563,8/14/2012, 16:57:59,             -0.11,              6.48
   3564,8/14/2012, 16:58:19,             -0.18,              6.48
   3565,8/14/2012, 16:58:39,             -0.18,              6.48
   3566,8/14/2012, 16:58:59,             -0.16,              6.48
   3567,8/14/2012, 16:59:19,             -0.18,              6.48
   3568,8/14/2012, 17:04:19,              0.77,              7.54
   3569,8/14/2012, 17:04:39,             -0.16,              7.36
   3570,8/14/2012, 17:04:59,             -0.16,              7.30
   3571,8/14/2012, 17:05:19,             -0.18,              7.25
   3572,8/14/2012, 17:05:39,             -0.13,              7.25
   3573,8/14/2012, 17:05:59,             -0.16,              7.19
   3574,8/14/2012, 17:06:19,             -0.16,              7.19
   3575,8/14/2012, 17:32:59,             -0.23,             14.92
   3576,8/14/2012, 17:33:19,             -0.13,             14.28
   3577,8/14/2012, 17:33:39,             -0.18,             11.93
   3578,8/14/2012, 17:33:59,             -0.13,             11.05
   3579,8/14/2012, 17:34:19,             -0.16,             10.70
   3580,8/14/2012, 17:41:39,              0.19,              6.66
   3581,8/14/2012, 17:42:39,              0.34,              6.48
   3582,8/14/2012, 17:44:59,             -0.16,              6.43
   3583,8/14/2012, 17:46:19,             -0.08,              6.48
   3584,8/14/2012, 17:47:19,             -0.13,              6.48
   3585,8/14/2012, 17:48:19,             -0.11,              6.54
   3586,8/14/2012, 17:49:39,             -0.18,              6.48
   3587,8/14/2012, 17:50:59,             -0.18,              6.48
   3588,8/14/2012, 17:52:19,             -0.13,              6.48
   3589,8/14/2012, 17:53:39,             -0.18,              6.48
   3590,8/14/2012, 17:54:59,             -0.16,              6.48
   3591,8/14/2012, 17:56:19,             -0.11,              6.48
   3592,8/14/2012, 17:56:39,             -0.18,              6.43
   3593,8/14/2012, 17:56:59,             -0.13,              6.43
   3594,8/14/2012, 17:57:19,             -0.21,              6.43
   3595,8/14/2012, 17:57:39,             -0.16,              6.43
   3596,8/14/2012, 17:57:59,             -0.18,              6.43
   3597,8/14/2012, 17:58:19,             -0.13,              6.37
   3598,8/14/2012, 17:58:39,             -0.18,              6.37
   3599,8/14/2012, 17:58:59,             -0.18,              6.43
   3600,8/14/2012, 17:59:19,             -0.16,              6.43
   3601,8/14/2012, 17:59:39,             -0.13,              6.43
   3602,8/14/2012, 17:59:59,             -0.08,              6.37
   3603,8/14/2012, 18:00:19,             -0.18,              6.37
   3604,8/14/2012, 18:00:39,             -0.21,              6.43
   3605,8/14/2012, 18:00:59,             -0.16,              6.37
   3606,8/14/2012, 18:01:19,             -0.16,              6.43
   3607,8/14/2012, 18:01:39,             -0.18,              6.37
   3608,8/14/2012, 18:01:59,             -0.11,              6.43
   3609,8/14/2012, 18:02:19,             -0.16,              6.43
   3610,8/14/2012, 18:02:39,             -0.18,              6.43
   3611,8/14/2012, 18:02:59,             -0.18,              6.43
   3612,8/14/2012, 18:03:19,             -0.16,              6.43
   3613,8/14/2012, 18:03:39,             -0.16,              6.43
   3614,8/14/2012, 18:03:59,             -0.16,              6.43
   3615,8/14/2012, 18:04:19,             -0.11,              6.43
   3616,8/14/2012, 18:05:19,             -0.16,              6.54
   3617,8/14/2012, 18:05:39,             -0.13,              6.48
   3618,8/14/2012, 18:06:59,             -0.18,              6.48
   3619,8/14/2012, 18:07:59,             -0.18,              6.54
   3620,8/14/2012, 18:09:19,             -0.11,              6.48
   3621,8/14/2012, 18:10:19,             -0.13,              6.54
   3622,8/14/2012, 18:11:39,             -0.16,              6.48
   3623,8/14/2012, 18:12:39,             -0.13,              6.54
   3624,8/14/2012, 18:12:59,             -0.13,              6.48
   3625,8/14/2012, 18:13:59,             -0.18,              6.54
   3626,8/14/2012, 18:15:19,             -0.18,              6.48
   3627,8/14/2012, 18:16:19,             -0.11,              6.54
   3628,8/14/2012, 18:17:19,             -0.23,              6.54
   3629,8/14/2012, 18:18:39,             -0.16,              6.48
   3630,8/14/2012, 18:19:39,             -0.18,              6.54
   3631,8/14/2012, 18:19:59,             -0.11,              6.48
   3632,8/14/2012, 18:20:19,              0.29,              6.48
   3633,8/14/2012, 18:21:19,             -0.21,              6.48
   3634,8/14/2012, 18:21:39,             -0.18,              6.48
   3635,8/14/2012, 18:22:39,             -0.21,              6.54
   3636,8/14/2012, 18:24:39,             -0.18,              6.48
   3637,8/14/2012, 18:25:59,             -0.16,              6.43
   3638,8/14/2012, 18:26:59,             -0.18,              6.43
   3639,8/14/2012, 18:28:19,             -0.16,              6.43
   3640,8/14/2012, 18:29:19,             -0.13,              6.43
   3641,8/14/2012, 18:29:39,             -0.16,              6.43
   3642,8/14/2012, 18:30:39,             -0.16,              6.43
   3643,8/14/2012, 18:31:39,             -0.06,              6.43
   3644,8/14/2012, 18:31:59,             -0.18,              6.37
   3645,8/14/2012, 18:32:59,             -0.18,              6.43
   3646,8/14/2012, 18:33:59,             -0.08,              6.43
   3647,8/14/2012, 18:35:19,             -0.18,              6.43
   3648,8/14/2012, 18:36:19,             -0.18,              6.43
   3649,8/14/2012, 18:37:39,             -0.13,              6.43
   3650,8/14/2012, 18:38:39,             -0.16,              6.43
   3651,8/14/2012, 18:39:59,             -0.23,              6.43
   3652,8/14/2012, 18:41:19,              0.17,              6.37
   3653,8/14/2012, 18:42:19,             -0.16,              6.37
   3654,8/14/2012, 18:42:59,             -0.16,              6.43
   3655,8/14/2012, 18:43:19,             -0.18,              6.37
   3656,8/14/2012, 18:44:19,             -0.16,              6.43
   3657,8/14/2012, 18:44:39,             -0.08,              6.37
   3658,8/14/2012, 18:44:59,             -0.23,              6.37
   3659,8/14/2012, 18:45:59,             -0.18,              6.43
   3660,8/14/2012, 18:46:19,             -0.13,              6.37
   3661,8/14/2012, 18:47:19,             -0.11,              6.37
   3662,8/14/2012, 18:47:39,             -0.13,              6.37
   3663,8/14/2012, 18:48:39,             -0.11,              6.43
   3664,8/14/2012, 18:49:59,             -0.16,              6.37
   3665,8/14/2012, 18:51:19,             -0.21,              6.37
   3666,8/14/2012, 18:51:39,             -0.13,              6.37
   3667,8/14/2012, 18:52:59,             -0.16,              6.37
   3668,8/14/2012, 18:53:59,             -0.18,              6.37
   3669,8/14/2012, 18:54:39,             -0.11,              6.31
   3670,8/14/2012, 18:54:59,             -0.08,              6.31
   3671,8/14/2012, 18:55:19,             -0.08,              6.31
   3672,8/14/2012, 18:55:39,             -0.18,              6.31
   3673,8/14/2012, 18:55:59,             -0.21,              6.31
   3674,8/14/2012, 18:56:19,             -0.23,              6.78
   3675,8/14/2012, 19:01:59,              0.57,              8.77
   3676,8/14/2012, 19:02:19,             -0.18,              7.95
   3677,8/14/2012, 19:02:39,             -0.13,              7.66
   3678,8/14/2012, 19:02:59,             -0.13,              7.54
   3679,8/14/2012, 19:03:19,             -0.18,              7.54
   3680,8/14/2012, 19:03:39,             -0.21,              7.48
   3681,8/14/2012, 19:03:59,             -0.18,              7.48
   3682,8/14/2012, 19:04:19,             -0.18,              7.48
   3683,8/14/2012, 19:04:39,             -0.21,              7.48
   3684,8/14/2012, 19:04:59,             -0.18,              7.48
   3685,8/14/2012, 19:05:19,             -0.18,              7.48
   3686,8/14/2012, 19:05:39,             -0.18,              7.48
   3687,8/14/2012, 19:05:59,             -0.16,              7.48
   3688,8/14/2012, 19:06:19,             -0.16,              7.48
   3689,8/14/2012, 19:06:39,             -0.16,              7.48
   3690,8/14/2012, 19:06:59,             -0.16,              7.48
   3691,8/14/2012, 19:07:19,             -0.21,              7.48
   3692,8/14/2012, 19:07:39,             -0.11,              7.48
   3693,8/14/2012, 19:07:59,             -0.18,              7.48
   3694,8/14/2012, 19:08:19,             -0.21,              7.48
   3695,8/14/2012, 19:08:39,             -0.21,              7.48
   3696,8/14/2012, 19:08:59,             -0.11,              7.48
   3697,8/14/2012, 19:09:19,             -0.13,              7.48
   3698,8/14/2012, 19:09:39,             -0.21,              7.48
   3699,8/14/2012, 19:09:59,             -0.13,              7.48
   3700,8/14/2012, 19:10:39,             -0.16,              7.36
   3701,8/14/2012, 19:10:59,             -0.16,              7.42
   3702,8/14/2012, 19:11:19,             -0.16,              8.24
   3703,8/14/2012, 19:12:39,             -0.11,              8.30
   3704,8/14/2012, 19:12:59,             -0.16,              8.01
   3705,8/14/2012, 19:13:19,             -0.13,              7.89
   3706,8/14/2012, 19:13:39,             -0.18,              7.83
   3707,8/14/2012, 19:13:59,             -0.13,              7.83
   3708,8/14/2012, 19:14:19,             -0.18,              7.83
   3709,8/14/2012, 19:14:39,             -0.16,              7.77
   3710,8/14/2012, 19:14:59,             -0.16,              7.71
   3711,8/14/2012, 19:15:19,             -0.18,              7.66
   3712,8/14/2012, 19:15:39,             -0.18,              7.60
   3713,8/14/2012, 19:15:59,             -0.13,              7.54
   3714,8/14/2012, 19:16:19,             -0.16,              7.48
   3715,8/14/2012, 19:16:39,             -0.13,              7.48
   3716,8/14/2012, 19:16:59,             -0.18,              7.42
   3717,8/14/2012, 19:17:19,             -0.13,              7.42
   3718,8/14/2012, 19:17:39,             -0.18,              7.42
   3719,8/14/2012, 19:17:59,             -0.18,              7.42
   3720,8/14/2012, 19:18:19,             -0.16,              7.48
   3721,8/14/2012, 19:18:59,             -0.13,              9.06
   3722,8/14/2012, 19:19:19,             -0.18,              8.24
   3723,8/14/2012, 19:19:39,             -0.13,              7.95
   3724,8/14/2012, 19:19:59,             -0.13,              7.89
   3725,8/14/2012, 19:20:19,             -0.16,              7.89
   3726,8/14/2012, 19:20:39,             -0.21,              7.89
   3727,8/14/2012, 19:20:59,             -0.16,              7.83
   3728,8/14/2012, 19:21:19,             -0.21,              7.83
   3729,8/14/2012, 19:21:39,             -0.18,              7.83
   3730,8/14/2012, 19:21:59,             -0.18,              7.83
   3731,8/14/2012, 19:22:19,             -0.13,              7.83
   3732,8/14/2012, 19:22:39,             -0.18,              7.83
   3733,8/14/2012, 19:22:59,             -0.18,              7.83
   3734,8/14/2012, 19:23:19,             -0.18,              7.83
   3735,8/14/2012, 19:23:39,             -0.23,              7.83
   3736,8/14/2012, 19:23:59,             -0.16,              7.83
   3737,8/14/2012, 19:24:19,             -0.18,              7.77
   3738,8/14/2012, 19:24:39,             -0.21,              7.71
   3739,8/14/2012, 19:24:59,             -0.18,              7.71
   3740,8/14/2012, 19:25:19,             -0.18,              7.60
   3741,8/14/2012, 19:25:39,             -0.16,              7.54
   3742,8/14/2012, 19:25:59,             -0.16,              7.48
   3743,8/14/2012, 19:26:19,             -0.16,              7.48
   3744,8/14/2012, 19:26:39,             -0.16,              7.42
   3745,8/14/2012, 19:26:59,             -0.11,              7.42
   3746,8/14/2012, 19:27:19,             -0.18,              7.42
   3747,8/14/2012, 19:27:39,             -0.16,              7.42
   3748,8/14/2012, 19:27:59,             -0.23,              7.42
   3749,8/14/2012, 19:28:19,             -0.18,              7.89
   3750,8/14/2012, 19:36:39,             -0.16,              6.43
   3751,8/14/2012, 19:37:39,             -0.16,              6.31
   3752,8/14/2012, 19:38:39,             -0.21,              6.31
   3753,8/14/2012, 19:40:39,             -0.26,              5.90
   3754,8/14/2012, 19:42:59,             -0.11,              5.25
   3755,8/14/2012, 19:44:19,             -0.18,              5.43
   3756,8/14/2012, 19:46:19,             -0.16,              5.37
   3757,8/14/2012, 19:47:19,             -0.18,              4.90
   3758,8/14/2012, 19:47:39,             -0.18,              5.55
   3759,8/14/2012, 19:48:59,             -0.18,              5.72
   3760,8/14/2012, 19:49:59,             -0.21,              5.02
   3761,8/14/2012, 19:50:19,             -0.21,              5.25
   3762,8/14/2012, 19:51:19,             -0.18,              4.96
   3763,8/14/2012, 19:51:39,              0.12,              5.25
   3764,8/14/2012, 19:52:39,             -0.16,              5.08
   3765,8/14/2012, 19:53:59,             -0.16,              5.19
   3766,8/14/2012, 19:55:19,             -0.16,              5.02
   3767,8/14/2012, 19:56:39,             -0.16,              5.02
   3768,8/14/2012, 19:57:59,             -0.21,              5.08
   3769,8/14/2012, 19:58:19,             -0.21,              5.37
   3770,8/14/2012, 19:59:19,             -0.21,              4.96
   3771,8/14/2012, 19:59:39,             -0.16,              5.31
   3772,8/14/2012, 20:00:59,             -0.13,              5.14
   3773,8/14/2012, 20:02:19,             -0.18,              5.08
   3774,8/14/2012, 20:03:39,             -0.13,              5.08
   3775,8/14/2012, 20:04:39,              0.84,              4.78
   3776,8/14/2012, 20:04:59,              0.14,              5.14
   3777,8/14/2012, 20:05:59,             -0.21,              5.02
   3778,8/14/2012, 20:07:19,             -0.18,              5.08
   3779,8/14/2012, 20:08:39,             -0.18,              5.02
   3780,8/14/2012, 20:09:59,             -0.13,              4.84
   3781,8/14/2012, 20:10:19,             -0.21,              5.19
   3782,8/14/2012, 20:11:19,             -0.16,              4.84
   3783,8/14/2012, 20:11:39,             -0.16,              5.14
   3784,8/14/2012, 20:12:59,             -0.18,              5.08
   3785,8/14/2012, 20:13:59,             -0.18,              4.96
   3786,8/14/2012, 20:15:19,             -0.16,              5.08
   3787,8/14/2012, 20:16:19,              0.57,              4.78
   3788,8/14/2012, 20:16:39,             -0.16,              5.14
   3789,8/14/2012, 20:17:39,             -0.18,              4.84
   3790,8/14/2012, 20:18:59,             -0.18,              5.08
   3791,8/14/2012, 20:19:19,             -0.21,              5.19
   3792,8/14/2012, 20:19:39,             -0.13,              5.25
   3793,8/14/2012, 20:19:59,             -0.16,              5.25
   3794,8/14/2012, 20:20:19,             -0.11,              5.25
   3795,8/14/2012, 20:20:39,             -0.13,              5.25
   3796,8/14/2012, 20:20:59,             -0.18,              5.25
   3797,8/14/2012, 20:21:19,             -0.16,              5.25
   3798,8/14/2012, 20:21:39,             -0.23,              5.31
   3799,8/14/2012, 20:21:59,             -0.18,              5.31
   3800,8/14/2012, 20:22:19,             -0.18,              5.25
   3801,8/14/2012, 20:22:39,             -0.21,              5.31
   3802,8/14/2012, 20:22:59,             -0.23,              5.31
   3803,8/14/2012, 20:23:19,             -0.21,              5.31
   3804,8/14/2012, 20:23:39,             -0.16,              5.25
   3805,8/14/2012, 20:25:39,             -0.13,              4.73
   3806,8/14/2012, 20:25:59,              0.57,              4.78
   3807,8/14/2012, 20:26:59,             -0.16,              4.67
   3808,8/14/2012, 20:27:19,              0.39,              4.78
   3809,8/14/2012, 20:28:19,             -0.11,              4.73
   3810,8/14/2012, 20:28:39,             -0.21,              4.78
   3811,8/14/2012, 20:30:59,             -0.21,              4.43
   3812,8/14/2012, 20:32:19,             -0.21,              4.43
   3813,8/14/2012, 20:33:39,             -0.18,              4.43
   3814,8/14/2012, 20:34:59,             -0.18,              4.43
